store_name,product_name,brand_name,stock_remaining
"Santa Cruz Bikes","Electra Cruiser Lux Fat Tire 1 Ladies - 2017",Electra,23
"Baldwin Bikes","Trek Domane ALR 5 Disc - 2018",Trek,23
"Baldwin Bikes","Trek Kids' Neko - 2018",Trek,23
"Baldwin Bikes","Surly Steamroller - 2017",Surly,23
"Baldwin Bikes","Sun Bicycles Cruz 3 - 2017","Sun Bicycles",23
"Baldwin Bikes","Electra Townie Go! 8i - 2017/2018",Electra,23
"Baldwin Bikes","Electra Townie Go! 8i - 2017/2018",Electra,23
"Baldwin Bikes","Electra Cruiser Lux 1 - 2017",Electra,23
"Rowlett Bikes","Trek Precaliber 20 Girl's - 2018",Trek,23
"Rowlett Bikes","Trek Precaliber 16 Girl's - 2018",Trek,23
"Rowlett Bikes","Trek Ticket S Frame - 2018",Trek,23
"Rowlett Bikes","Trek Marlin 5 - 2018",Trek,23
"Rowlett Bikes","Trek Boy's Kickster - 2015/2017",Trek,23
"Rowlett Bikes","Trek Conduit+ - 2016",Trek,23
"Rowlett Bikes","Surly Straggler - 2018",Surly,23
"Rowlett Bikes","Surly Ice Cream Truck Frameset - 2017",Surly,23
"Rowlett Bikes","Sun Bicycles Cruz 3 - Women's - 2017","Sun Bicycles",23
"Rowlett Bikes","Heller Bloodhound Trail - 2018",Heller,23
"Rowlett Bikes","Haro Flightline Two 26 Plus - 2017",Haro,23
"Rowlett Bikes","Electra Townie Commute 8D - 2018",Electra,23
"Rowlett Bikes","Electra Townie Original 21D EQ - 2017/2018",Electra,23
"Rowlett Bikes","Electra Cruiser Lux 7D - 2018",Electra,23
"Rowlett Bikes","Electra Townie Original 21D - 2018",Electra,23
"Rowlett Bikes","Electra Loft Go! 8i - 2018",Electra,23
"Rowlett Bikes","Electra Glam Punk 3i Ladies' - 2017",Electra,23
"Rowlett Bikes","Electra Girl's Hawaii 1 16" - 2017"",Electra,23
"Santa Cruz Bikes","Trek XM700+ - 2018",Trek,24
"Santa Cruz Bikes","Trek Domane ALR 4 Disc Women's - 2018",Trek,24
"Santa Cruz Bikes","Trek Marlin 7 - 2017/2018",Trek,24
"Santa Cruz Bikes","Trek Marlin 5 - 2018",Trek,24
"Santa Cruz Bikes","Trek Fuel EX 9.8 29 - 2017",Trek,24
"Santa Cruz Bikes","Electra Treasure 1 20" - 2018"",Electra,24
"Santa Cruz Bikes","Electra Townie Balloon 3i EQ - 2017/2018",Electra,24
"Santa Cruz Bikes","Electra Delivery 3i - 2016/2017/2018",Electra,24
"Santa Cruz Bikes","Electra Cruiser 1 (24-Inch) - 2016",Electra,24
"Baldwin Bikes","Trek Powerfly 5 FS - 2018",Trek,24
"Baldwin Bikes","Trek Fuel EX 8 29 XT - 2018",Trek,24
"Baldwin Bikes","Trek Remedy 7 27.5 - 2018",Trek,24
"Baldwin Bikes","Trek Girl's Kickster - 2017",Trek,24
"Baldwin Bikes","Trek Session DH 27.5 Carbon Frameset - 2017",Trek,24
"Baldwin Bikes","Haro SR 1.1 - 2017",Haro,24
"Baldwin Bikes","Electra Townie Original 1 Ladies' - 2018",Electra,24
"Baldwin Bikes","Electra Townie Commute 8D - 2018",Electra,24
"Baldwin Bikes","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",Electra,24
"Rowlett Bikes","Trek 820 - 2018",Trek,24
"Rowlett Bikes","Sun Bicycles Cruz 7 - Women's - 2017","Sun Bicycles",24
"Rowlett Bikes","Ritchey Timberwolf Frameset - 2016",Ritchey,24
"Rowlett Bikes","Pure Cycles William 3-Speed - 2016","Pure Cycles",24
"Rowlett Bikes","Electra Townie Balloon 7i EQ - 2018",Electra,24
"Rowlett Bikes","Electra Daydreamer 3i Ladies' - 2018",Electra,24
"Santa Cruz Bikes","Trek Emonda SLR 8 - 2018",Trek,25
"Santa Cruz Bikes","Trek Domane SL Frameset Women's - 2018",Trek,25
"Santa Cruz Bikes","Trek Domane SL 7 Women's - 2018",Trek,25
"Santa Cruz Bikes","Surly Straggler - 2018",Surly,25
"Santa Cruz Bikes","Sun Bicycles Streamway - 2017","Sun Bicycles",25
"Santa Cruz Bikes","Sun Bicycles Atlas X-Type - 2017","Sun Bicycles",25
"Santa Cruz Bikes","Electra Amsterdam Royal 8i - 2017/2018",Electra,25
"Santa Cruz Bikes","Electra Cruiser Lux 3i Ladies' - 2018",Electra,25
"Santa Cruz Bikes","Electra Girl's Hawaii 1 16" - 2017"",Electra,25
"Santa Cruz Bikes","Electra Amsterdam Fashion 7i Ladies' - 2017",Electra,25
"Baldwin Bikes","Trek Super Commuter+ 7 - 2018",Trek,25
"Baldwin Bikes","Trek X-Caliber 8 - 2018",Trek,25
"Baldwin Bikes","Surly Karate Monkey 27.5+ Frameset - 2017",Surly,25
"Baldwin Bikes","Sun Bicycles Cruz 7 - Women's - 2017","Sun Bicycles",25
"Baldwin Bikes","Sun Bicycles Spider 3i - 2017","Sun Bicycles",25
"Baldwin Bikes","Electra Cruiser Lux Fat Tire 7D - 2018",Electra,25
"Baldwin Bikes","Electra Cruiser Lux 1 Ladies' - 2018",Electra,25
"Baldwin Bikes","Electra Glam Punk 3i Ladies' - 2017",Electra,25
"Rowlett Bikes","Trek Verve+ - 2018",Trek,25
"Rowlett Bikes","Trek Domane SLR 9 Disc - 2018",Trek,25
"Rowlett Bikes","Trek Fuel EX 7 29 - 2018",Trek,25
"Rowlett Bikes","Trek Fuel EX 8 29 - 2018",Trek,25
"Rowlett Bikes","Trek Silque SLR 7 Women's - 2017",Trek,25
"Rowlett Bikes","Haro Shift R3 - 2017",Haro,25
"Rowlett Bikes","Electra Amsterdam Fashion 3i Ladies' - 2017/2018",Electra,25
"Rowlett Bikes","Electra Cruiser 7D Ladies' - 2016/2018",Electra,25
"Santa Cruz Bikes","Trek Verve+ - 2018",Trek,26
"Santa Cruz Bikes","Trek Domane SLR Disc Frameset - 2018",Trek,26
"Santa Cruz Bikes","Trek Remedy 27.5 C Frameset - 2018",Trek,26
"Santa Cruz Bikes","Surly Troll Frameset - 2017",Surly,26
"Santa Cruz Bikes","Electra Water Lily 1 (16-inch) - Girl's - 2018",Electra,26
"Santa Cruz Bikes","Electra Relic 3i - 2018",Electra,26
"Santa Cruz Bikes","Electra Townie Original 7D EQ - Women's - 2016",Electra,26
"Baldwin Bikes","Trek Precaliber 16 Girl's - 2018",Trek,26
"Baldwin Bikes","Trek Domane SL 5 Women's - 2018",Trek,26
"Baldwin Bikes","Trek Madone 9 Frameset - 2018",Trek,26
"Baldwin Bikes","Trek Precaliber 16 Girls - 2017",Trek,26
"Baldwin Bikes","Sun Bicycles Streamway - 2017","Sun Bicycles",26
"Baldwin Bikes","Electra Townie Balloon 7i EQ - 2018",Electra,26
"Baldwin Bikes","Electra Townie Original 7D EQ Ladies' - 2017/2018",Electra,26
"Baldwin Bikes","Electra Cruiser 7D - 2016/2017/2018",Electra,26
"Rowlett Bikes","Trek Precaliber 24 21-speed Boy's - 2018",Trek,26
"Rowlett Bikes","Trek Precaliber 12 Boy's - 2018",Trek,26
"Rowlett Bikes","Trek Domane SL 5 Women's - 2018",Trek,26
"Rowlett Bikes","Trek Fuel EX 9.8 27.5 Plus - 2017",Trek,26
"Rowlett Bikes","Haro SR 1.1 - 2017",Haro,26
"Rowlett Bikes","Electra Straight 8 1 (16-inch) - Boy's - 2018",Electra,26
"Rowlett Bikes","Electra Savannah 1 (20-inch) - Girl's - 2018",Electra,26
"Rowlett Bikes","Electra Townie Commute 27D Ladies - 2018",Electra,26
"Santa Cruz Bikes","Trek Precaliber 12 Girl's - 2018",Trek,27
"Santa Cruz Bikes","Trek Boone 7 Disc - 2018",Trek,27
"Santa Cruz Bikes","Trek Powerfly 5 - 2018",Trek,27
"Santa Cruz Bikes","Trek Precaliber 12 Boys - 2017",Trek,27
"Santa Cruz Bikes","Trek 820 - 2016",Trek,27
"Santa Cruz Bikes","Electra Savannah 1 (20-inch) - Girl's - 2018",Electra,27
"Santa Cruz Bikes","Electra White Water 3i - 2018",Electra,27
"Santa Cruz Bikes","Electra Cruiser Lux 1 - 2016/2018",Electra,27
"Santa Cruz Bikes","Electra Cruiser 7D - 2016/2017/2018",Electra,27
"Baldwin Bikes","Trek XM700+ Lowstep - 2018",Trek,27
"Baldwin Bikes","Trek Domane AL 2 Women's - 2018",Trek,27
"Baldwin Bikes","Trek Domane SL 8 Disc - 2018",Trek,27
"Baldwin Bikes","Trek Emonda S 5 - 2017",Trek,27
"Baldwin Bikes","Sun Bicycles Brickell Tandem CB - 2017","Sun Bicycles",27
"Baldwin Bikes","Electra Townie Commute 8D - 2018",Electra,27
"Baldwin Bikes","Electra Water Lily 1 (16-inch) - Girl's - 2018",Electra,27
"Rowlett Bikes","Trek Domane AL 2 Women's - 2018",Trek,27
"Rowlett Bikes","Trek Emonda SLR 6 - 2018",Trek,27
"Rowlett Bikes","Trek Girl's Kickster - 2017",Trek,27
"Rowlett Bikes","Trek Madone 9.2 - 2017",Trek,27
"Rowlett Bikes","Surly Ice Cream Truck Frameset - 2016",Surly,27
"Rowlett Bikes","Electra Townie Commute Go! Ladies' - 2018",Electra,27
"Rowlett Bikes","Electra Townie Commute Go! - 2018",Electra,27
"Rowlett Bikes","Electra Townie Original 7D EQ - 2016",Electra,27
"Santa Cruz Bikes","Trek Precaliber 20 Girl's - 2018",Trek,28
"Santa Cruz Bikes","Trek Domane SL 5 Disc - 2018",Trek,28
"Santa Cruz Bikes","Surly ECR Frameset - 2018",Surly,28
"Santa Cruz Bikes","Surly Big Fat Dummy Frameset - 2018",Surly,28
"Santa Cruz Bikes","Strider Strider 20 Sport - 2018",Strider,28
"Santa Cruz Bikes","Electra Starship 1 16" - 2018"",Electra,28
"Santa Cruz Bikes","Electra Townie Commute Go! Ladies' - 2018",Electra,28
"Santa Cruz Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018",Electra,28
"Santa Cruz Bikes","Electra Sugar Skulls 1 (20-inch) - Girl's - 2017",Electra,28
"Santa Cruz Bikes","Electra Straight 8 3i (20-inch) - Boy's - 2017",Electra,28
"Baldwin Bikes","Trek Precaliber 20 6-speed Girl's - 2018",Trek,28
"Baldwin Bikes","Trek Verve+ - 2018",Trek,28
"Baldwin Bikes","Trek Domane SL 6 - 2018",Trek,28
"Baldwin Bikes","Trek Domane SL Frameset Women's - 2018",Trek,28
"Baldwin Bikes","Trek Stache 5 - 2018",Trek,28
"Baldwin Bikes","Trek Procaliber Frameset - 2018",Trek,28
"Baldwin Bikes","Trek Stache 5 - 2017",Trek,28
"Baldwin Bikes","Surly ECR 27.5 - 2018",Surly,28
"Baldwin Bikes","Surly Wednesday Frameset - 2016",Surly,28
"Baldwin Bikes","Electra Heartchya 1 (20-inch) - Girl's - 2018",Electra,28
"Rowlett Bikes","Trek Domane SL 5 Disc - 2018",Trek,28
"Rowlett Bikes","Trek Precaliber 12 Girls - 2017",Trek,28
"Rowlett Bikes","Trek Powerfly 8 FS Plus - 2017",Trek,28
"Rowlett Bikes","Surly Troll Frameset - 2017",Surly,28
"Rowlett Bikes","Haro Shredder 20 - 2017",Haro,28
"Rowlett Bikes","Electra Townie 3i EQ (20-inch) - Boys' - 2017",Electra,28
"Rowlett Bikes","Electra Savannah 3i (20-inch) - Girl's - 2017",Electra,28
"Santa Cruz Bikes","Trek Silque SLR 7 Women's - 2017",Trek,29
"Santa Cruz Bikes","Electra Girl's Hawaii 1 (16-inch) - 2015/2016",Electra,29
"Baldwin Bikes","Trek Domane SL 5 - 2018",Trek,29
"Baldwin Bikes","Trek X-Caliber 8 - 2017",Trek,29
"Baldwin Bikes","Surly Straggler - 2018",Surly,29
"Baldwin Bikes","Sun Bicycles Cruz 3 - Women's - 2017","Sun Bicycles",29
"Baldwin Bikes","Sun Bicycles Cruz 7 - 2017","Sun Bicycles",29
"Baldwin Bikes","Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Sun Bicycles",29
"Baldwin Bikes","Electra Superbolt 3i 20" - 2018"",Electra,29
"Baldwin Bikes","Electra Townie Go! 8i Ladies' - 2018",Electra,29
"Baldwin Bikes","Electra Cruiser Lux 1 - 2016/2018",Electra,29
"Rowlett Bikes","Trek MT 201 - 2018",Trek,29
"Rowlett Bikes","Trek Boone 7 Disc - 2018",Trek,29
"Rowlett Bikes","Trek Boone 5 Disc - 2018",Trek,29
"Rowlett Bikes","Trek Powerfly 5 - 2018",Trek,29
"Rowlett Bikes","Trek XM700+ Lowstep - 2018",Trek,29
"Rowlett Bikes","Trek Fuel EX 8 29 XT - 2018",Trek,29
"Rowlett Bikes","Trek Kids' Neko - 2018",Trek,29
"Rowlett Bikes","Sun Bicycles Drifter 7 - Women's - 2017","Sun Bicycles",29
"Rowlett Bikes","Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Sun Bicycles",29
"Rowlett Bikes","Sun Bicycles Cruz 7 - 2017","Sun Bicycles",29
"Rowlett Bikes","Electra Townie Balloon 7i EQ - 2018",Electra,29
"Rowlett Bikes","Electra Townie Original 21D - 2018",Electra,29
"Rowlett Bikes","Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018",Electra,29
"Rowlett Bikes","Electra Cruiser Lux 1 Ladies' - 2018",Electra,29
"Rowlett Bikes","Electra Cruiser 7D Tall - 2016/2018",Electra,29
"Rowlett Bikes","Electra Cruiser Lux 3i - 2018",Electra,29
"Rowlett Bikes","Electra Moto 3i - 2018",Electra,29
"Rowlett Bikes","Electra Cruiser Lux Fat Tire 1 Ladies - 2017",Electra,29
"Santa Cruz Bikes","Trek Lift+ - 2018",Trek,30
"Santa Cruz Bikes","Trek XM700+ Lowstep - 2018",Trek,30
"Santa Cruz Bikes","Trek Powerfly 8 FS Plus - 2017",Trek,30
"Santa Cruz Bikes","Surly Ice Cream Truck Frameset - 2017",Surly,30
"Santa Cruz Bikes","Sun Bicycles Cruz 7 - Women's - 2017","Sun Bicycles",30
"Santa Cruz Bikes","Sun Bicycles Cruz 3 - 2017","Sun Bicycles",30
"Santa Cruz Bikes","Sun Bicycles Cruz 3 - 2017","Sun Bicycles",30
"Santa Cruz Bikes","Electra Sweet Ride 3i (20-inch) - Girls' - 2018",Electra,30
"Santa Cruz Bikes","Electra Moto 3i - 2018",Electra,30
"Santa Cruz Bikes","Electra Townie Original 7D - 2017",Electra,30
"Baldwin Bikes","Trek Emonda ALR 6 - 2018",Trek,30
"Baldwin Bikes","Trek X-Caliber Frameset - 2018",Trek,30
"Baldwin Bikes","Surly Pack Rat - 2018",Surly,30
"Baldwin Bikes","Sun Bicycles Atlas X-Type - 2017","Sun Bicycles",30
"Baldwin Bikes","Electra Relic 3i - 2018",Electra,30
"Baldwin Bikes","Electra Cruiser 1 Tall - 2016/2018",Electra,30
"Baldwin Bikes","Electra Townie Original 7D - 2017",Electra,30
"Rowlett Bikes","Trek Powerfly 5 FS - 2018",Trek,30
"Rowlett Bikes","Trek CrossRip+ - 2018",Trek,30
"Rowlett Bikes","Trek Marlin 7 - 2017/2018",Trek,30
"Rowlett Bikes","Surly Straggler 650b - 2016",Surly,30
"Rowlett Bikes","Haro Flightline One ST - 2017",Haro,30
"Rowlett Bikes","Electra Townie Commute 27D - 2018",Electra,30
"Rowlett Bikes","Electra Tiger Shark 3i - 2018",Electra,30
"Rowlett Bikes","Electra Townie Original 21D - 2016",Electra,30
